"DATE","RNX65Q4","RNX66Q1","RNX66Q2","RNX66Q3","RNX66Q4","RNX67Q1","RNX67Q2","RNX67Q3","RNX67Q4","RNX68Q1","RNX68Q2","RNX68Q3","RNX68Q4","RNX69Q1","RNX69Q2","RNX69Q3","RNX69Q4","RNX70Q1","RNX70Q2","RNX70Q3","RNX70Q4","RNX71Q1","RNX71Q2","RNX71Q3","RNX71Q4","RNX72Q1","RNX72Q2","RNX72Q3","RNX72Q4","RNX73Q1","RNX73Q2","RNX73Q3","RNX73Q4","RNX74Q1","RNX74Q2","RNX74Q3","RNX74Q4","RNX75Q1","RNX75Q2","RNX75Q3","RNX75Q4","RNX76Q1","RNX76Q2","RNX76Q3","RNX76Q4","RNX77Q1","RNX77Q2","RNX77Q3","RNX77Q4","RNX78Q1","RNX78Q2","RNX78Q3","RNX78Q4","RNX79Q1","RNX79Q2","RNX79Q3","RNX79Q4","RNX80Q1","RNX80Q2","RNX80Q3","RNX80Q4","RNX81Q1","RNX81Q2","RNX81Q3","RNX81Q4","RNX82Q1","RNX82Q2","RNX82Q3","RNX82Q4","RNX83Q1","RNX83Q2","RNX83Q3","RNX83Q4","RNX84Q1","RNX84Q2","RNX84Q3","RNX84Q4","RNX85Q1","RNX85Q2","RNX85Q3","RNX85Q4","RNX86Q1","RNX86Q2","RNX86Q3","RNX86Q4","RNX87Q1","RNX87Q2","RNX87Q3","RNX87Q4","RNX88Q1","RNX88Q2","RNX88Q3","RNX88Q4","RNX89Q1","RNX89Q2","RNX89Q3","RNX89Q4","RNX90Q1","RNX90Q2","RNX90Q3","RNX90Q4","RNX91Q1","RNX91Q2","RNX91Q3","RNX91Q4","RNX92Q1","RNX92Q2","RNX92Q3","RNX92Q4","RNX93Q1","RNX93Q2","RNX93Q3","RNX93Q4","RNX94Q1","RNX94Q2","RNX94Q3","RNX94Q4","RNX95Q1","RNX95Q2","RNX95Q3","RNX95Q4","RNX96Q1","RNX96Q2","RNX96Q3","RNX96Q4","RNX97Q1","RNX97Q2","RNX97Q3","RNX97Q4","RNX98Q1","RNX98Q2","RNX98Q3","RNX98Q4","RNX99Q1","RNX99Q2","RNX99Q3","RNX99Q4","RNX00Q1","RNX00Q2","RNX00Q3","RNX00Q4","RNX01Q1","RNX01Q2","RNX01Q3","RNX01Q4","RNX02Q1","RNX02Q2","RNX02Q3","RNX02Q4","RNX03Q1","RNX03Q2","RNX03Q3","RNX03Q4","RNX04Q1","RNX04Q2","RNX04Q3","RNX04Q4","RNX05Q1","RNX05Q2","RNX05Q3","RNX05Q4","RNX06Q1","RNX06Q2","RNX06Q3","RNX06Q4","RNX07Q1","RNX07Q2","RNX07Q3","RNX07Q4","RNX08Q1","RNX08Q2","RNX08Q3","RNX08Q4","RNX09Q1","RNX09Q2","RNX09Q3","RNX09Q4","RNX10Q1","RNX10Q2","RNX10Q3","RNX10Q4","RNX11Q1","RNX11Q2","RNX11Q3","RNX11Q4","RNX12Q1","RNX12Q2","RNX12Q3","RNX12Q4","RNX13Q1","RNX13Q2","RNX13Q3","RNX13Q4","RNX14Q1","RNX14Q2","RNX14Q3","RNX14Q4","RNX15Q1","RNX15Q2","RNX15Q3","RNX15Q4","RNX16Q1","RNX16Q2","RNX16Q3","RNX16Q4","RNX17Q1","RNX17Q2","RNX17Q3","RNX17Q4","RNX18Q1","RNX18Q2","RNX18Q3","RNX18Q4","RNX19Q1","RNX19Q2","RNX19Q3","RNX19Q4","RNX20Q1","RNX20Q2","RNX20Q3","RNX20Q4","RNX21Q1","RNX21Q2","RNX21Q3","RNX21Q4","RNX22Q1","RNX22Q2","RNX22Q3","RNX22Q4","RNX23Q1","RNX23Q2","RNX23Q3","RNX23Q4","RNX24Q1"
"1986:Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,9.59999999999999,9.59999999999999,9.59999999999999,9.59999999999999,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.6,10.6,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,12.6,12.6,12.6,12.6,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.8,13.8,13.2,13.2
"1986:Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.4,-28,-28,-28,-23.8,-23.8,-23.8,-23.8,-24.5,-24.5,-24.5,-24.5,-21.2,-21.2,-21.2,-21.2,-21.2,-21.2,-21.2,-21.2,-21.2,-21.2,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.3,-17.3,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-17.4,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-16.9,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-18.8,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-20.3,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.6,-22.6,-19.9,-19.9
"1986:Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.7,-9.40000000000001,-9.40000000000001,-14.8,-14.8,-14.8,-14.8,-11.6,-11.6,-11.6,-11.6,-11.1,-11.1,-11.1,-11.1,-11.1,-11.1,-11.1,-11.1,-11.1,-11.1,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-7.20000000000002,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.80000000000001,-6.09999999999999,-6.09999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-6.19999999999999,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7.5,-7.5,-7.5,-7.5,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-7.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.40000000000001,-8.60000000000002,-8.60000000000002,-6.90000000000001,-6.90000000000001
"1986:Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.70000000000002,15.3,9.79999999999998,9.79999999999998,9.79999999999998,9.79999999999998,9.40000000000001,9.40000000000001,9.40000000000001,9.40000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,8.30000000000001,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.89999999999998,9.89999999999998,9.89999999999998,9.89999999999998,9.89999999999998,9.89999999999998,9.89999999999998,9.89999999999998,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,10.5,10.5,10.5,10.5,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.2,11.2
"1987:Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,16.6,16.6,16.6,16.6,9.59999999999999,9.59999999999999,9.59999999999999,9.59999999999999,17.2,17.2,17.2,17.2,14,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,3.70000000000002,4.39999999999998,4.39999999999998,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,4.19999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.59999999999999,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.79999999999998,3.79999999999998,3.79999999999998,3.79999999999998,3.79999999999998,3.79999999999998,3.79999999999998,3.79999999999998,4.09999999999999,4.09999999999999,4.09999999999999,4.09999999999999,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.09999999999999,4.09999999999999
"1987:Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39999999999999,2.5,2.5,2.5,6.80000000000001,6.80000000000001,6.80000000000001,6.80000000000001,2.3,2.3,2.3,2.3,3.30000000000001,3.30000000000001,3.30000000000001,3.30000000000001,3.30000000000001,3.30000000000001,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,3.69999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.90000000000001,1.90000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.80000000000001,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.09999999999999,2.09999999999999,2.09999999999999,2.09999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.90000000000001,1.80000000000001,1.80000000000001,2.90000000000001,2.90000000000001
"1987:Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.20000000000002,-5.70000000000002,-5.70000000000002,-4.69999999999999,-4.69999999999999,-4.69999999999999,-4.69999999999999,-3,-3,-3,-3,-5.10000000000001,-5.10000000000001,-5.10000000000001,-5.10000000000001,-5.10000000000001,-5.10000000000001,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6.40000000000001,6.40000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.09999999999999,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.30000000000001,6.40000000000001,6.40000000000001,6.40000000000001,6.40000000000001,6.40000000000001,6.40000000000001,6.40000000000001,6.40000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.09999999999999,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.20000000000002,7.09999999999999,7.09999999999999,7.69999999999999,7.69999999999999
"1987:Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.70000000000002,2.59999999999999,4.69999999999999,4.69999999999999,4.69999999999999,4.69999999999999,9.10000000000001,9.10000000000001,9.10000000000001,9.10000000000001,11.9,11.9,11.9,11.9,11.9,11.9,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,0.899999999999977,2.40000000000001,2.40000000000001,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.39999999999998,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.19999999999999,2.30000000000001,2.30000000000001,2.30000000000001,2.30000000000001,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,2.29999999999998,3.40000000000001,3.40000000000001
"1988:Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60000000000002,17,17,17,17,31.6,31.6,31.6,31.6,34,34,34,34,34,34,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,26.7,26.7,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,29.8,29.8,29.8,29.8,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,30.7,30.7
"1988:Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,16.4,16.4,16.4,5.60000000000001,5.60000000000001,5.60000000000001,5.60000000000001,5.09999999999999,5.09999999999999,5.09999999999999,5.09999999999999,5.09999999999999,5.09999999999999,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19.7,19.7,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,22,22,22,22,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.7,23.7,22.2,22.2
